Geography,Segment,Variety,Timeframe,Period,"Current Year Week Ending","Units Prior Year","Units Current Year","Unit Variance","Dollars Prior Year","Dollars Current Year","Dollar Variance","ASP Prior Year","ASP Current Year","ASP Variance"
Peoria/Springfield,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",409022.16,427349.40,0.044807462,427869.66,426568.86,-0.003040177,1.046079403,0.998173515,-0.045795652
Philadelphia,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",2017314.01,2190280.92,0.085741190,2456406.76,2545138.67,0.036122645,1.217662071,1.162014720,-0.045700160
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",5220339.88,4719887.66,-0.095865831,4386024.85,4499090.64,0.025778648,0.840179941,0.953219858,0.134542509
Pittsburgh,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",521852.75,485311.65,-0.070021856,585680.02,601875.94,0.027653185,1.122308972,1.240184402,0.105029393
Portland,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",2314140.00,2300117.52,-0.006059477,3202022.10,2945752.96,-0.080033533,1.383676917,1.280696718,-0.074425032
Providence,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",295946.73,318357.32,0.075725075,456076.98,438954.53,-0.037542882,1.541077959,1.378810894,-0.105294521
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",1514341.67,1615499.63,0.066799957,1905134.89,1946340.88,0.021628910,1.258061457,1.204791908,-0.042342566
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",1103527.35,1187018.50,0.075658432,1302236.26,1300868.45,-0.001050358,1.180067049,1.095912532,-0.071313335
Roanoke,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",648037.83,695588.20,0.073375920,715895.37,726014.59,0.014135056,1.104712323,1.043741966,-0.055191161
Sacramento,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",1902765.60,1889335.57,-0.007058163,2698813.62,2268789.31,-0.159338277,1.418363680,1.200839778,-0.153362572
"San Diego",Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",2200944.52,2170457.79,-0.013851658,2997528.10,2759378.02,-0.079448825,1.361928063,1.271334571,-0.066518559
"San Francisco",Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",3221034.62,3309162.35,0.027360068,5487768.50,4180039.20,-0.238298918,1.703728506,1.263171391,-0.258584107
Seattle,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",2094415.10,1980295.96,-0.054487352,3688436.92,3143081.44,-0.147855446,1.761082095,1.587177622,-0.098748646
"South Carolina",Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",1965569.64,2110897.85,0.073936939,2313089.55,2381727.63,0.029673768,1.176803660,1.128300755,-0.041215801
Spokane,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",287226.91,288673.67,0.005037004,428892.97,383645.91,-0.105497323,1.493220023,1.328995154,-0.109980355
"St. Louis",Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",769860.53,808947.88,0.050771993,793950.27,832941.82,0.049110824,1.031291044,1.029660673,-0.001580903
Syracuse,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",287615.87,295538.28,0.027545123,360900.25,330747.09,-0.083549867,1.254799515,1.119134486,-0.108116897
Tampa,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",2314007.28,2489750.79,0.075947692,2481765.78,2650429.88,0.067961326,1.072496965,1.064536212,-0.007422635
Toledo,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",421441.52,419066.64,-0.005635140,465424.02,477988.18,0.026995093,1.104362034,1.140601840,0.032815151
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",3645683.15,3389908.18,-0.070158312,3076214.53,3038348.65,-0.012309245,0.843796456,0.896292315,0.062213888
Wichita,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",381578.24,376531.43,-0.013226151,386689.18,348220.81,-0.099481362,1.013394211,0.924812080,-0.087411326
"Total U.S.",Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",148298467.90,144818272.70,-0.023467506,163531132.70,162810922.90,-0.004404115,1.102716266,1.124242955,0.019521512
California,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",22920250.65,22652259.50,-0.011692331,31163809.87,27915524.50,-0.104232614,1.359662700,1.232350552,-0.093635096
"Great Lakes",Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",15161262.67,13762149.58,-0.092282096,16091220.46,15061187.74,-0.064012094,1.061337753,1.094392098,0.031144039
Midsouth,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",14343584.95,15237710.70,0.062336281,16977139.02,17768311.60,0.046602233,1.183605010,1.166074875,-0.014810798
Northeast,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",18444061.80,19651533.02,0.065466665,23802925.79,24860027.86,0.044410594,1.290546846,1.265042673,-0.019762299
Plains,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",7490727.12,6936208.30,-0.074027369,7503801.58,7243917.95,-0.034633596,1.001745420,1.044362804,0.042543128
"South Central",Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",21532241.71,20268140.96,-0.058707346,17712073.82,17745975.86,0.001914064,0.822583828,0.875560117,0.064402298
Southeast,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",21034868.78,20546067.38,-0.023237673,22243251.71,23447468.30,0.054138514,1.057446659,1.141214417,0.079217006
West,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",27371470.21,25764203.32,-0.058720517,28036910.49,28768509.05,0.026094122,1.024311456,1.116607748,0.090105692
Albany,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",424421.56,440440.43,0.037742837,464821.19,525087.04,0.129653830,1.095187510,1.192186274,0.088568179
Atlanta,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",2967193.12,2776133.88,-0.064390565,3066457.93,3163169.99,0.031538689,1.033454109,1.139415505,0.102531303
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",3388658.34,3503885.84,0.034003871,4741147.53,4556588.89,-0.038926997,1.399122322,1.300438741,-0.070532490
Birmingham/Montgomery,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",1254314.68,1172427.78,-0.065284172,1246419.00,1267899.84,0.017234042,0.993705187,1.081431077,0.088281606
Boise,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",470512.11,438233.30,-0.068603566,492710.70,543049.96,0.102168000,1.047179622,1.239180040,0.183350033
Boston,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",2097855.75,2353205.08,0.121719202,3022111.27,3037299.61,0.005025739,1.440571527,1.290707569,-0.104030904
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",659867.92,664199.62,0.006564507,796484.29,759398.81,-0.046561468,1.207035941,1.143329183,-0.052779504
Charlotte,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",1280127.84,1410325.75,0.101706953,1617523.22,1750402.56,0.082149882,1.263563814,1.241133524,-0.017751609
Chicago,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",4038670.41,3450017.39,-0.145754160,4816187.94,3627371.11,-0.246837717,1.192518195,1.051406614,-0.118330757
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",1077502.45,1124035.72,0.043186227,1116531.62,1234347.36,0.105519394,1.036221882,1.098138911,0.059752674
Columbus,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",866038.21,902758.40,0.042400195,937285.13,1058799.26,0.129644782,1.082267639,1.172848967,0.083695866
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",5839157.28,5425670.39,-0.070812767,4710901.45,4711319.68,8.880500000,0.806777627,0.868338719,0.076304907
Denver,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",3787946.38,3610162.33,-0.046934151,3576891.66,4347661.47,0.215485924,0.944282549,1.204284203,0.275343068
Detroit,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",1564154.03,1478766.72,-0.054590092,1604875.75,1595641.19,-0.005754065,1.026034340,1.079035097,0.051655929
"Grand Rapids",Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",546178.67,512004.23,-0.062570069,637841.32,612855.45,-0.039172550,1.167825396,1.196973407,0.024959220
Harrisburg/Scranton,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",1387034.71,1334113.03,-0.038154550,1516190.72,1600893.68,0.055865641,1.093116636,1.199968558,0.097749790
Hartford/Springfield,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",1143722.83,1260631.91,0.102218017,1669830.46,1708959.12,0.023432720,1.459995735,1.355636891,-0.071478869
Houston,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",4016719.35,3557901.35,-0.114227048,3188882.40,3345183.95,0.049014525,0.793902217,0.940212676,0.184292796
Indianapolis,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",945914.49,907099.51,-0.041034339,909058.74,1006234.80,0.106897450,0.961036909,1.109288212,0.154261821
Jacksonville,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",966192.71,880095.66,-0.089109609,1064026.87,1069635.47,0.005271109,1.101257398,1.215362744,0.103613693
"Las Vegas",Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",1722013.12,1578370.17,-0.083415712,1627334.85,1656975.03,0.018213941,0.945018841,1.049801280,0.110878677
"Los Angeles",Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",11097750.12,11111537.92,0.001242396,14185850.62,13559613.49,-0.044145194,1.278263654,1.220318339,-0.045331270
Louisville,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",490828.37,512081.99,0.043301532,491558.71,555642.33,0.130368187,1.001487982,1.085065171,0.083453012
"Miami/FT. Lauderdale",Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",3700017.87,3981735.77,0.076139604,4187005.31,4815956.73,0.150215099,1.131617590,1.209511883,0.068834467
Nashville,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",1154786.66,1182562.56,0.024052838,1184685.08,1352028.41,0.141255538,1.025890860,1.143303922,0.114449856
"Northern New England",Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",1723987.76,1807050.33,0.048180489,1928309.67,2181523.04,0.131313643,1.118517032,1.207228709,0.079311870
"New Orleans/Mobile",Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",1266650.06,1113077.81,-0.121242845,1090943.89,952567.60,-0.126840888,0.861282783,0.855796059,-0.006370409
"New York",Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",6342084.83,7035590.53,0.109349799,8693680.62,9187522.76,0.056804724,1.370792233,1.305863767,-0.047365650
Orlando,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",2328755.29,2238434.39,-0.038785051,2479739.95,2594142.30,0.046134818,1.064834920,1.158909239,0.088346387
Peoria/Springfield,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",440609.29,388216.20,-0.118910539,415444.98,396331.98,-0.046006103,0.942887467,1.020905287,0.082743511
Philadelphia,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",2098260.76,2130931.18,0.015570237,2536146.56,2504515.43,-0.012472123,1.208689884,1.175315022,-0.027612427
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",5196069.96,4974395.36,-0.042661974,4393965.99,4638616.33,0.055678706,0.845632570,0.932498525,0.102723048
Pittsburgh,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",465511.63,443931.55,-0.046357753,580188.96,620337.34,0.069198806,1.246346867,1.397371588,0.121173909
Portland,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",2570749.90,2324324.78,-0.095857293,2940060.83,2933663.16,-0.002176033,1.143658831,1.262157161,0.103613356
Providence,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",290678.36,333103.38,0.145951752,439972.48,433960.57,-0.013664289,1.513605910,1.302780469,-0.139286877
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",1503331.19,1685675.14,0.121293266,1848735.80,1996759.34,0.080067441,1.229759491,1.184545762,-0.036766318
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",1129104.31,1202086.85,0.064637556,1284900.17,1312780.15,0.021698167,1.137981811,1.092084272,-0.040332401
Roanoke,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",694271.72,754071.34,0.086132877,716613.43,789123.76,0.101184730,1.032180064,1.046484227,0.013858206
Sacramento,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",1826442.68,1786371.55,-0.021939438,2532628.94,2106845.26,-0.168119251,1.386645730,1.179399246,-0.149458856
"San Diego",Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",2084744.02,2062667.04,-0.010589782,2808586.92,2593747.96,-0.076493611,1.347209483,1.257472929,-0.066609206
"San Francisco",Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",3133987.40,3052691.96,-0.025939938,5007612.72,3914583.98,-0.218273417,1.597840733,1.282338354,-0.197455461
Seattle,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",2246083.83,2159205.75,-0.038679803,3548823.94,3099528.08,-0.126604156,1.580005117,1.435494549,-0.091462089
"South Carolina",Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",2002332.06,2013596.63,0.005625724,2250352.73,2326059.02,0.033641967,1.123865902,1.155176259,0.027859514
Spokane,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",294436.05,290980.96,-0.011734615,399585.21,356819.80,-0.107024512,1.357120549,1.226265134,-0.096421364
"St. Louis",Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",780145.36,769452.02,-0.013706866,788084.61,761657.24,-0.033533674,1.010176626,0.989869704,-0.020102348
Syracuse,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",297488.98,299253.26,0.005930587,343704.96,355487.59,0.034281224,1.155353605,1.187915504,0.028183492
Tampa,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",2508865.20,2416252.43,-0.036914208,2597082.58,2637716.98,0.015646169,1.035162265,1.091656213,0.054574968
Toledo,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",463875.30,443062.84,-0.044866506,470621.95,480177.16,0.020303361,1.014544104,1.083767626,0.068231161
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",3699291.07,3251801.13,-0.120966406,2982389.06,3042392.86,0.020119373,0.806205567,0.935602375,0.160501009
Wichita,Avocados,Hass,"Last 04 Wks",11,"2023-11-05 00:00:00",430522.63,391910.97,-0.089685566,402133.80,359694.70,-0.105534777,0.934059608,0.917796976,-0.017410700
"Total U.S.",Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",138671364.70,137542892.50,-0.008137745,151716381.60,153139085.30,0.009377390,1.094071454,1.113391485,0.017658838
California,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",20604123.32,21143821.82,0.026193714,26931312.20,26288508.53,-0.023868264,1.307083625,1.243318675,-0.048784140
"Great Lakes",Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",13926763.18,14301576.50,0.026913168,15456199.37,14897707.50,-0.036133843,1.109819933,1.041682887,-0.061394686
Midsouth,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",13781140.90,14297388.35,0.037460429,15829244.60,16652916.23,0.052034803,1.148616412,1.164752319,0.014048125
Northeast,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",19217712.47,19253864.98,0.001881208,23686435.54,23978132.58,0.012314940,1.232531477,1.245367234,0.010414142
Plains,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",7027444.86,6901037.93,-0.017987610,7006701.79,6887355.17,-0.017033209,0.997048277,0.998017291,0.000971883
"South Central",Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",19963551.06,18687360.50,-0.063926030,16289325.99,16161439.96,-0.007850910,0.815953331,0.864832674,0.059904582
Southeast,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",19710225.66,19743141.94,0.001670011,20687867.74,21457710.76,0.037212294,1.049600756,1.086843767,0.035483026
West,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",24440403.22,23214700.48,-0.050150676,25829294.32,26815314.56,0.038174494,1.056827667,1.155100604,0.092988611
Albany,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",439243.12,426967.81,-0.027946522,476694.27,471291.11,-0.011334637,1.085262910,1.103809485,0.017089477
Atlanta,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",2690385.85,2631046.12,-0.022056217,2810678.15,3014745.12,0.072604176,1.044711913,1.145835150,0.096795332
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",3415786.64,3306009.33,-0.032138222,4387641.31,4397002.19,0.002133465,1.284518553,1.330002959,0.035409692
Birmingham/Montgomery,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",1149133.01,1129981.05,-0.016666443,1137162.81,1143986.10,0.006000274,0.989583284,1.012394063,0.023050893
Boise,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",425724.54,400130.52,-0.060118730,412315.60,499145.44,0.210590739,0.968503243,1.247456560,0.288025177
Boston,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",2216447.50,2290083.95,0.033222733,2980810.56,3020801.04,0.013415974,1.344859536,1.319078736,-0.019169883
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",673034.46,645182.61,-0.041382511,782932.01,719573.32,-0.080924897,1.163286655,1.115301792,-0.041249389
Charlotte,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",1218288.37,1325094.17,0.087668734,1467276.71,1642760.61,0.119598366,1.204375534,1.239731213,0.029356026
Chicago,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",3574763.27,3929692.94,0.099287602,4435167.99,3721721.39,-0.160861233,1.240688587,0.947076897,-0.236652205
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",962871.19,1052489.60,0.093074146,1104353.58,1210494.76,0.096111593,1.146938029,1.150125154,0.002778812
Columbus,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",846767.84,853034.78,0.007401019,882798.43,994362.00,0.126374915,1.042550729,1.165675799,0.118099836
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",5613609.21,5020072.05,-0.105731828,4370495.72,4287114.73,-0.019078155,0.778553612,0.853994661,0.096898978
Denver,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",3519091.41,3291592.10,-0.064647172,3473233.96,3894974.27,0.121425828,0.986968952,1.183310127,0.198933487
Detroit,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",1384791.69,1389054.87,0.003078567,1698272.16,1618888.09,-0.046744018,1.226373733,1.165460150,-0.049669674
"Grand Rapids",Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",520214.81,580539.22,0.115960585,665319.22,674681.38,0.014071678,1.278931721,1.162163300,-0.091301529
Harrisburg/Scranton,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",1354109.92,1358263.86,0.003067658,1568123.89,1586928.22,0.011991612,1.158047711,1.168350470,0.008896663
Hartford/Springfield,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",1244103.14,1193713.40,-0.040502867,1650651.24,1634162.52,-0.009989224,1.326780065,1.368973930,0.031801703
Houston,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",3624135.06,3256727.33,-0.101378044,2876583.92,2963323.91,0.030153820,0.793729779,0.909908509,0.146370633
Indianapolis,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",911563.72,922719.37,0.012237931,852771.86,958167.05,0.123591302,0.935504388,1.038416524,0.110007112
Jacksonville,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",878574.96,838913.48,-0.045142970,958906.73,928057.54,-0.032171204,1.091434163,1.106261334,0.013585035
"Las Vegas",Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",1541039.40,1331648.11,-0.135876663,1533019.83,1545483.07,0.008129865,0.994795995,1.160579178,0.166650432
"Los Angeles",Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",10579151.67,10422288.10,-0.014827613,12773381.25,12812625.55,0.003072350,1.207410731,1.229348626,0.018169372
Louisville,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",447151.04,498161.60,0.114079052,483975.67,528686.42,0.092382211,1.082353914,1.061274925,-0.019475136
"Miami/FT. Lauderdale",Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",3621013.48,3873583.26,0.069751128,4018740.58,4352042.81,0.082936986,1.109838612,1.123518593,0.012326099
Nashville,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",1050139.02,1114792.66,0.061566751,1084169.43,1210054.33,0.116111837,1.032405623,1.085452360,0.051381682
"Northern New England",Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",1728981.30,1831897.09,0.059523946,1886477.53,2038921.83,0.080808965,1.091091919,1.113011115,0.020089229
"New Orleans/Mobile",Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",1173696.03,1071707.16,-0.086895470,997971.72,872368.85,-0.125858145,0.850281246,0.813999275,-0.042670553
"New York",Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",6803375.03,6765742.78,-0.005531409,8710853.01,8939143.33,0.026207573,1.280372311,1.321236059,0.031915519
Orlando,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",2160795.10,2134282.53,-0.012269822,2266870.21,2268166.17,0.000571696,1.049090777,1.062730047,0.013001039
Peoria/Springfield,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",415135.24,404545.23,-0.025509798,388756.29,386245.13,-0.006459472,0.936456960,0.954763773,0.019549017
Philadelphia,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",2123388.09,2123388.96,4.090700000,2496451.32,2421559.35,-0.029999371,1.175692439,1.140421940,-0.029999767
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",4543191.64,4178514.14,-0.080269010,4059743.32,4400716.00,0.083988731,0.893588393,1.053177243,0.178593244
Pittsburgh,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",460079.89,465397.91,0.011558896,550054.19,536585.74,-0.024485679,1.195562337,1.152961223,-0.035632700
Portland,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",2198714.11,2264047.44,0.029714337,2657705.97,2770029.43,0.042263314,1.208754677,1.223485592,0.012186853
Providence,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",315546.46,313626.87,-0.006083375,429881.20,433038.93,0.007345581,1.362338859,1.380745623,0.013511149
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",1492838.36,1587317.96,0.063288567,1764573.25,1873311.30,0.061622861,1.182025658,1.180173944,-0.001566560
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",1068018.51,1121229.40,0.049822066,1193917.55,1229931.41,0.030164440,1.117880957,1.096948948,-0.018724721
Roanoke,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",627051.35,692818.85,0.104883746,659412.74,712903.65,0.081119021,1.051608825,1.028989980,-0.021508801
Sacramento,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",1426040.21,1651121.80,0.157836775,2136915.04,1941431.44,-0.091479350,1.498495637,1.175825695,-0.215329251
"San Diego",Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",2008564.09,1938745.74,-0.034760326,2483450.02,2389809.23,-0.037705926,1.236430560,1.232657373,-0.003051678
"San Francisco",Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",2502896.03,2771088.58,0.107152895,3915631.21,3745303.49,-0.043499428,1.564440219,1.351563971,-0.136071833
Seattle,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",1965960.27,1999828.50,0.017227322,3227279.50,3043490.05,-0.056948725,1.641579205,1.521875523,-0.072919834
"South Carolina",Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",1869056.21,1900925.25,0.017050869,2070721.66,2140357.93,0.033628983,1.107896943,1.125955864,0.016300182
Spokane,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",263218.75,274806.95,0.044024981,363330.18,349216.49,-0.038845351,1.380335465,1.270770213,-0.079375814
"St. Louis",Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",716638.43,756247.90,0.055271218,721355.52,711795.09,-0.013253428,1.006582258,0.941219258,-0.064935577
Syracuse,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",298009.09,293914.91,-0.013738455,334845.67,329572.52,-0.015747992,1.123608913,1.121319526,-0.002037529
Tampa,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",2372242.27,2335159.39,-0.015631996,2417579.12,2488089.69,0.029165776,1.019111390,1.065490305,0.045509171
Toledo,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",437074.46,445049.82,0.018247136,436572.47,473628.70,0.084879903,0.998851480,1.064215021,0.065438698
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",3421393.60,3055844.35,-0.106842208,2866423.15,2829478.29,-0.012888835,0.837794034,0.925923564,0.105192357
Wichita,Avocados,Hass,"Last 04 Wks",12,"2023-12-03 00:00:00",382312.50,345467.04,-0.096375256,337656.80,334718.43,-0.008702254,0.883195812,0.968886724,0.097023684
"Total U.S.",Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",147149882.00,148855771.30,0.011592869,152392713.90,156723315.60,0.028417381,1.035629195,1.052853472,0.016631702
California,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",22345571.84,22819607.49,0.021213852,27915357.11,26222372.25,-0.060647079,1.249256780,1.149115832,-0.080160420
"Great Lakes",Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",15534562.35,15481106.43,-0.003441096,15616027.21,15746344.22,0.008345081,1.005244104,1.017133000,0.011826874
Midsouth,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",14177230.35,15113436.06,0.066035868,16014533.69,17113843.88,0.068644533,1.129595365,1.132359565,0.002447070
Northeast,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",19663900.13,20134982.77,0.023956725,23821709.71,24636540.40,0.034205383,1.211443790,1.223568983,0.010008878
